Date,Stock Code,Trading Volume,Transaction Amount,Opening Price,Highest Price,Lower Price,Closing Price,Price Change Percentage,Number of Transactions
2020-02-06,2330,29659094,9803038836,329.5,332.5,329,332.5,5,14246
2020-02-07,2330,30055327,9869903253,330,330.5,326,328,-4.5,13075
2020-02-10,2330,30814424,10024967927,321.5,328,321,327.5,-0.5,14825
2020-02-11,2330,29062935,9629938182,330.5,332.5,330,331.5,4,12766
2020-02-12,2330,37612639,12593082711,333.5,336,333,335,3.5,17394
2020-02-13,2330,23217021,7805299096,338,338,335,335,0,12563
2020-02-14,2330,18326683,6155862838,337,337,334.5,335,0,7881
2020-02-17,2330,16145079,5354339726,331.5,333,330.5,331.5,-3.5,9747
2020-02-18,2330,64662604,20957801150,324.5,326.5,322,322,-9.5,36520
2020-02-19,2330,48856218,15881609046,322.5,327,322,326.5,4.5,16003
2020-02-20,2330,27061736,8832642641,328,329,325,325.5,-1,11695
2020-02-21,2330,22974534,7463007621,325.5,326.5,323,325,-0.5,9342
2020-02-24,2330,42946680,13754512932,319.5,321.5,319.5,320,-5,18902
2020-02-25,2330,38674011,12425785349,320,323.5,317.5,322,2,17366
2020-02-26,2330,60768362,19341695595,317,320.5,316.5,318.5,-3.5,24310
2020-02-27,2330,62401927,19756146876,319,320,315,316,-2.5,20633
2020-03-02,2330,86372942,26864484400,308,317,308,311,-5,35320
2020-03-03,2330,55169411,17534766696,318.5,320,316,317.5,6.5,20713
2020-03-04,2330,44745146,14304795666,322,322,317,320.5,3,16118
2020-03-05,2330,38223525,12392618100,325,326,323,323,2.5,15107
2020-03-06,2330,52807760,16733485610,320,320.5,315,315,-8,24175
2020-03-09,2330,88633277,27236002054,307.5,310,305.5,305.5,-9.5,44882
2020-03-10,2330,74869130,22727941511,301.5,309,301,307,1.5,30268
2020-03-11,2330,64923710,19913151529,309,310.5,302,302,-5,27176
2020-03-12,2330,114173351,33544278206,299,299,287,294,-8,56989
2020-03-13,2330,151268148,42448997546,275,294,272.5,290,-4,71990
2020-03-16,2330,103933228,29343288916,285,291,275.5,276.5,-13.5,51292
2020-03-17,2330,122409651,32936712540,265,276.5,265,268,-8.5,57123
2020-03-18,2330,118620643,31555231792,269.5,272.5,260,260,-8,53985
2020-03-19,2330,160811697,39559889553,252,253,235.5,248,0,77302
2020-03-20,2330,159179726,42110816042,258.5,270,256,270,22,69829
2020-03-23,2330,76963709,19851467203,257,262.5,252,255,-15,41621
2020-03-24,2330,82377933,22207033614,268,274,266,267.5,12.5,41077
2020-03-25,2330,80514199,22368633590,276.5,280,274,277,9.5,40932
2020-03-26,2330,54189633,15108299935,279.5,280,275.5,280,3,27648
2020-03-27,2330,69320306,19324060590,284,286,273,273,-7,36025
2020-03-30,2330,53403956,14205364184,263.5,269,262.5,267.5,-5.5,27779
2020-03-31,2330,53901923,14712557472,273,274,269.5,274,6.5,20343
2020-04-01,2330,47572034,13022612818,276.5,276.5,271.5,271.5,-2.5,19580
2020-04-06,2330,59712754,16324198154,273,275.5,270,275.5,4,19971
2020-04-07,2330,48887346,13817936851,283.5,284,280.5,283,7.5,24281
2020-04-08,2330,38698826,11016972354,285,285.5,283,285,2,19126
2020-04-09,2330,29276430,8346209654,287.5,288,282.5,283,-2,15271
2020-04-10,2330,28206858,7894277586,280,282,279,279.5,-3.5,15833
2020-04-13,2330,22196596,6202532380,278.5,281.5,278.5,278.5,-1,12809
2020-04-14,2330,50196688,14268689661,281,285.5,280,285,6.5,22214
2020-04-15,2330,58561434,16819851630,287,288.5,286,287.5,2.5,25696
2020-04-16,2330,48257280,13813721932,283,288.5,283,286.5,-1,19084
2020-04-17,2330,117447201,35719172728,303.5,308.5,300.5,306.5,20,60873
2020-04-20,2330,44586860,13605802989,308,309,302.5,304,-2.5,21791
2020-04-21,2330,61949357,18417786171,300.5,301.5,293.5,295,-9,39043
2020-04-22,2330,43568580,12746170556,294.5,295,290.5,294,-1,25176
2020-04-23,2330,39977278,11864085990,300,300,294,295.5,1.5,18541
2020-04-24,2330,26465090,7799075756,295.5,297,294,294,-1.5,13661
2020-04-27,2330,38493406,11461378300,298,298.5,296,298,4,15916
2020-04-28,2330,37621165,11134919970,298.5,298.5,294.5,296.5,-1.5,18214
2020-04-29,2330,46253301,13861245296,299,301.5,298,299,2.5,21633
2020-04-30,2330,58439085,17753466901,302,305,301.5,304.5,5.5,26219
2020-05-04,2330,72252861,21341931218,294.5,296.5,294,295,-9.5,37736
2020-05-05,2330,23988405,7104774785,296.5,298,295,295.5,0.5,13569
2020-05-06,2330,35704479,10524838077,294.5,296,292.5,296,0.5,16046
2020-05-07,2330,28017198,8321170642,294.5,299,294.5,297.5,1.5,13149
2020-05-08,2330,35613893,10619091212,300,300,296,297.5,0,14345
2020-05-11,2330,32379019,9729431840,300,301.5,298.5,301,3.5,14920
2020-05-12,2330,52494788,15553012596,297.5,298.5,295,295,-6,29073
2020-05-13,2330,46158418,13619538824,293,297,292.5,297,2,14555
2020-05-14,2330,34480948,10119787160,293,295,292.5,293,-4,21482
2020-05-15,2330,44304804,13170466660,297.5,298.5,294.5,298,5,20071
2020-05-18,2330,96872065,28216346996,291,293.5,290,290,-8,49640
2020-05-19,2330,53083214,15527338138,294,294,291.5,291.5,1.5,22033
2020-05-20,2330,36789994,10772280152,293,294,291,294,2.5,16906
2020-05-21,2330,36299468,10782482962,296,298,295,297.5,3.5,17064
2020-05-22,2330,41138923,12025339565,294.5,295,291,292,-5.5,22345
2020-05-25,2330,32942223,9568008388,290.5,293,288.5,292,0,14585
2020-05-26,2330,35817481,10609868646,295,297.5,293.5,295.5,3.5,19524
2020-05-27,2330,23375959,6932934823,297,298,295.5,296.5,1,11244
2020-05-28,2330,32395568,9575118830,298.5,298.5,293,294,-2.5,13208
2020-05-29,2330,96611181,28172174547,292,292.5,290,292,-2,21037
2020-06-01,2330,37936214,11205227094,294,296.5,293.5,295.5,3.5,15502
2020-06-02,2330,26663587,7908476089,296,297.5,296,296.5,1,9743
2020-06-03,2330,67894337,20354971677,300,301,298,301,4.5,33062
2020-06-04,2330,47225322,14414983532,305,306,304,306,5,24482
2020-06-05,2330,44077262,13655618646,308.5,312,308,311.5,5.5,24096
2020-06-08,2330,52042921,16500836851,316,319,315,318,6.5,28581
2020-06-09,2330,37068082,11746874522,316.5,319,314,319,1,19981
2020-06-10,2330,42207259,13566733306,319,324,318,322.5,3.5,22670
2020-06-11,2330,50612255,16340456218,325.5,327,318.5,320.5,-2,27061
2020-06-12,2330,46970918,14811252573,313,317.5,312.5,316,-4.5,25263
2020-06-15,2330,51032404,15955585136,316,317.5,308.5,309.5,-6.5,29255
2020-06-16,2330,40725216,12823172756,317,317,314,315,5.5,19377
2020-06-17,2330,34692968,10922017056,316.5,317,313.5,315,0,16218
2020-06-18,2330,35443474,11123108346,314.5,315,313,314.5,0,11897
2020-06-19,2330,48130280,15102300186,314,314.5,312,314.5,0,12915
2020-06-22,2330,37374616,11722688924,314.5,316.5,312,312,-2.5,18836
2020-06-23,2330,41300084,12981121544,316,316.5,312.5,315,3,15959
2020-06-24,2330,55464024,17641164202,319,320,316,317.5,2.5,27086
2020-06-29,2330,56672892,17695228688,314,315,310,312,-5.5,30558
2020-06-30,2330,49241860,15386428040,313.5,314,311,313,1,16165
2020-07-01,2330,29685342,9400765756,315,318,314,317.5,4.5,15617
2020-07-02,2330,37789178,12119073560,319,322,318,322,4.5,18355
2020-07-03,2330,55656987,18280314743,327,330.5,326.5,329.5,7.5,30235
2020-07-06,2330,57256220,19200718243,332.5,338,332,338,8.5,31866
2020-07-07,2330,59046323,20143258406,343.5,346,338,338.5,0.5,32076
2020-07-08,2330,33813218,11522915649,337.5,342.5,337.5,341,2.5,16673
2020-07-09,2330,37410376,12912747970,346,347,343,345,4,20205
2020-07-10,2330,60902108,21298923681,352.5,353,345.5,348.5,3.5,32227
2020-07-13,2330,49459523,17425372488,351,354.5,350.5,354.5,6,23217
2020-07-14,2330,63030150,22602878292,355,364,354.5,363.5,9,30996
2020-07-15,2330,75105362,27486789803,366,370,361,363,-0.5,37607
2020-07-16,2330,68582512,24506038172,359,361,353.5,357.5,-5.5,35598
2020-07-17,2330,66403485,24244495853,361,369,360,367,9.5,36729
2020-07-20,2330,44940238,16487970674,370,370,362.5,366,-1,23335
2020-07-21,2330,64440128,24491627162,372.5,387,371.5,383,17,40266
2020-07-22,2330,43959670,16844625030,381,386,379,384,1,25530
2020-07-23,2330,45397282,17302637512,382,383,379,381.5,-2.5,22916
2020-07-24,2330,90988734,35368857726,390,395,382,386,4.5,45099
2020-07-27,2330,103315640,43637877952,420.5,424.5,416.5,424.5,38.5,49294
2020-07-28,2330,172157746,77804668620,464,466.5,428.5,435,10.5,92239
2020-07-29,2330,88641166,37649278004,428,431.5,419.5,422,-13,53111
2020-07-30,2330,69936949,30329225735,436.5,441,428.5,434,12,36627
2020-07-31,2330,50484674,21567922126,426,432,425.5,425.5,-8.5,27653
2020-08-03,2330,77288571,32339719000,420.5,424,415,416,-9.5,43360
2020-08-04,2330,41697445,17600499460,421.5,425.5,418.5,425.5,9.5,22250
2020-08-05,2330,47460834,20356413204,430.5,433.5,426,429,3.5,24715
2020-08-06,2330,43443627,18877761758,437.5,438,431,435,6,22414
2020-08-07,2330,37611388,16218241255,433.5,434,428,433,-2,19739
2020-08-10,2330,36067500,15674843876,427.5,437.5,427.5,435.5,2.5,21342
2020-08-11,2330,34545313,14918017903,432,435,429,429,-6.5,20297
2020-08-12,2330,53980474,22721731886,422,423.5,419,419,-10,32761
2020-08-13,2330,45669335,19514322038,428,429,424.5,429,10,21499
2020-08-14,2330,24259947,10332447763,424,428,423,427,-2,12642
2020-08-17,2330,34607731,14930831216,427,435,425.5,435,8,20823
2020-08-18,2330,45504160,19824413320,440,440.5,432,433,-2,21119
2020-08-19,2330,31486800,13574970200,436,436.5,427.5,427.5,-5.5,18279
2020-08-20,2330,75155235,31353886930,427,427.5,401,415,-12.5,45670
2020-08-21,2330,41956467,17770610338,421.5,427,420,424.5,9.5,23059
2020-08-24,2330,49199406,21139093710,427.5,434.5,425,428,3.5,24672
2020-08-25,2330,37024899,16076146369,433.5,436,430.5,434.5,6.5,22035
2020-08-26,2330,41406340,18169230108,435.5,442,435,442,7.5,25305
2020-08-27,2330,57206712,25658355402,448,453.5,444,444,2,31575
2020-08-28,2330,57039210,24868453700,440,440.5,431,435,-9,35253
2020-08-31,2330,88569538,38106113563,437,439.5,426.5,426.5,-8.5,28294
2020-09-01,2330,50129577,21681382412,430,435,428,435,8.5,17137
2020-09-02,2330,42013407,18268716092,441,441,430.5,433,-2,20242
2020-09-03,2330,40683617,17768951582,439.5,439.5,433.5,436,3,17810
2020-09-04,2330,51349911,22051596821,427,432.5,427,429,-7,27893
2020-09-07,2330,39854584,17060627028,428,432.5,425,426,-3,20003
2020-09-08,2330,23714670,10208232440,428,433,427.5,431,5,12440
2020-09-09,2330,40727362,17312991408,425,428,423,427,-4,21740
2020-09-10,2330,35281921,15275112115,432.5,435,430.5,435,8,18244
2020-09-11,2330,34893469,15171902036,435.5,436.5,432.5,436.5,1.5,14647
2020-09-14,2330,39325833,17282659859,436,442,435.5,441,4.5,19854
2020-09-15,2330,39661449,17608049536,440.5,447,439.5,445,4,21845
2020-09-16,2330,70608238,32379722344,460,462,455.5,458,13,38172
2020-09-17,2330,44420506,20006793320,453,455,446.5,448.5,0,26718
2020-09-18,2330,52999922,23598268654,447,449.5,443,444,-4.5,20849
2020-09-21,2330,40193920,17842486882,443.5,450,440,440,-4,25834
2020-09-22,2330,36842639,16140184501,440,441,436,437,-3,22692
2020-09-23,2330,47426963,20592831368,436,438.5,432,433.5,-3.5,27828
2020-09-24,2330,82510381,35076048246,425.5,429,423,423,-10.5,54922
2020-09-25,2330,41263269,17522224043,427,428,421,424,1,23290
2020-09-28,2330,34427479,14758341446,427,431.5,424.5,431.5,7.5,19286
2020-09-29,2330,42730502,18419905574,432.5,435,428,431,-0.5,18647
2020-09-30,2330,28859204,12496613056,430.5,435,430.5,433,2,14203
2020-10-05,2330,33238832,14450407588,438,438,431.5,432.5,-0.5,18148
2020-10-06,2330,36276395,15935558262,441.5,442,437.5,439.5,7,20189
2020-10-07,2330,44691239,19693987093,435,445,435,443,3.5,24438
2020-10-08,2330,60853811,27461867933,450,454,448.5,453,10,37378
2020-10-12,2330,67645223,31061721030,458,462,457.5,460,7,36118
2020-10-13,2330,46303738,21346346714,465,465,456.5,462,2,25938
2020-10-14,2330,52677241,24157138176,460.5,461,457,459,-3,22599
2020-10-15,2330,49987278,22668836399,456,456.5,450,453,-6,23794
2020-10-16,2330,48274801,21775749575,451,456,448.5,449,-4,26602
2020-10-20,2330,26567638,12065806730,455.5,457,451,451,-6.5,12725
2020-10-21,2330,29906921,13561798906,453.5,456,451,453,2,15490
2020-10-22,2330,25285547,11435937453,450,455,449.5,455,2,10354
2020-10-23,2330,18777385,8516604326,458,458,451.5,452,-3,9909
2020-10-26,2330,15800622,7136001014,455,455,450,450,-2,17664
2020-10-27,2330,31795010,14213282507,447.5,448.5,445.5,447,-3,30644
2020-10-28,2330,26221663,11660544725,445,447,443,444,-3,35598
2020-10-29,2330,43075387,18832675652,436.5,439.5,435.5,437,-7,55027
2020-10-30,2330,49770771,21614729093,437,437,432,432,-5,46871
2020-11-02,2330,34539576,14901775161,433,435.5,428,435.5,3.5,35704
2020-11-03,2330,31461727,13852498196,439.5,443,438,441,5.5,21031
2020-11-04,2330,37929652,16969841989,444.5,451.5,443,450,9,30087
2020-11-05,2330,36539446,16404944484,451.5,451.5,445.5,451,1,24764
2020-11-06,2330,32644190,14788989058,455,455.5,450,452.5,1.5,20999
2020-11-09,2330,43415670,19865414906,458,460,454,458.5,6,27868
2020-11-10,2330,36786882,16610287996,452,454.5,448.5,451,-7.5,31009
2020-11-11,2330,40355804,18326545251,448.5,457,448.5,457,6,23150
2020-11-12,2330,57993774,26690353577,463,463.5,457.5,458,1,28011
2020-11-13,2330,31483881,14478873331,459,462,456.5,462,4,21663
2020-11-16,2330,83380911,39658459663,470,484.5,469,484,22,67363
2020-11-17,2330,75763870,37446278783,502,506,485.5,485.5,1.5,68560
2020-11-18,2330,56607501,27883387314,490,497,486.5,497,11.5,38186
2020-11-19,2330,47345316,23320435165,499,499,490,490,-7,40198
2020-11-20,2330,35242579,17191897556,486,490,486,488,-2,30557
2020-11-23,2330,43708352,21661263304,494.5,498.5,492,496.5,8.5,26794
2020-11-24,2330,38630079,19113408398,499.5,500,491.5,492,-4.5,34407
2020-11-25,2330,47179640,23142083458,495,495.5,487,487,-5,40066
2020-11-26,2330,31844322,15606951086,489,493.5,488,489,2,19587
2020-11-27,2330,35196829,17205872680,487.5,492,486.5,489,0,21314
2020-11-30,2330,149311778,72095050187,493,493.5,480.5,480.5,-8.5,49362
2020-12-01,2330,38341265,18719729411,489.5,490,483.5,490,9.5,24827
2020-12-02,2330,60208035,29970556095,499.5,500,493.5,499,9,35624
2020-12-03,2330,36919644,18369786608,499.5,499.5,495,497,-2,25651
2020-12-04,2330,54471042,27307472890,498.5,505,497.5,503,6,35708
2020-12-07,2330,45493551,23243392840,512,515,506,514,11,34767
2020-12-08,2330,41830257,21673267551,514,525,509,524,10,35895
2020-12-09,2330,46831705,24416275048,521,524,520,520,-4,31749
2020-12-10,2330,43991133,22516917355,511,515,510,512,-8,49079
2020-12-11,2330,51296611,26259941709,517,517,505,516,4,50929
2020-12-14,2330,30809747,15703026732,512,513,508,508,-8,33415
2020-12-15,2330,43059899,21780400998,507,510,504,504,-4,43967
2020-12-16,2330,53661282,27504184031,509,515,507,512,8,30574
2020-12-17,2330,39285785,20052530030,515,515,508,508,0,34785
2020-12-18,2330,40625502,20690792789,508,512,507,510,2,20638
2020-12-21,2330,35153138,18033402498,512,517,508,516,6,21765
2020-12-22,2330,25632245,13125205685,512,516,509,509,-7,25973
2020-12-23,2330,18320849,9321219765,508,511,506,509,0,16428
2020-12-24,2330,15218008,7759366699,511,512,508,510,1,12743
2020-12-25,2330,12581145,6449612552,514,515,510,511,1,14988
2020-12-28,2330,19520886,10023145125,512,515,509,515,4,16675
2020-12-29,2330,20226736,10409159045,515,517,513,515,0,17187
2020-12-30,2330,46705107,24306881615,516,525,514,525,10,33173
2020-12-31,2330,31173332,16437646054,526,530,524,530,5,25138
2021-01-04,2330,39489959,21127581248,530,540,528,536,6,33316
2021-01-05,2330,34839391,18761831567,536,542,535,542,6,28512
2021-01-06,2330,55614434,30572783229,555,555,541,549,7,55462
2021-01-07,2330,53392763,30018630685,554,570,553,565,16,47905
2021-01-08,2330,62957148,36339702855,580,580,571,580,15,56426
2021-01-11,2330,52771778,30535694908,577,584,574,584,4,49539
2021-01-12,2330,52605212,30958142918,583,597,582,591,7,59595
2021-01-13,2330,75707681,45419255149,595,605,593,605,14,59966
2021-01-14,2330,90309708,53477747672,587,597,587,592,-13,111849
2021-01-15,2330,100998199,61876473170,621,625,601,601,9,105961
2021-01-18,2330,50388664,30406611574,608,608,594,607,6,49008
2021-01-19,2330,52947466,32934404720,618,632,613,627,20,55490
2021-01-20,2330,95484470,61279319857,633,650,631,647,20,95577
2021-01-21,2330,97590371,64624578866,640,679,640,673,26,115004
2021-01-22,2330,134238314,88023707664,649,665,649,649,-24,235186
2021-01-25,2330,98608285,62583576696,642,646,626,633,-16,154134
2021-01-26,2330,114797609,71638808826,632,640,610,617,-16,177764
2021-01-27,2330,72823691,44931754892,618,625,611,615,-2,77274
2021-01-28,2330,104181514,62647021616,600,608,598,601,-14,157835
2021-01-29,2330,96875889,58399782288,619,619,591,591,-10,129394
2021-02-01,2330,70161939,42004241697,595,612,587,611,20,81346
2021-02-02,2330,80724207,50938461582,629,638,622,632,21,82687
2021-02-03,2330,59763227,37926170035,638,642,630,630,-2,56515
2021-02-04,2330,47547873,29765963971,626,632,620,627,-3,44668
2021-02-05,2330,57350831,36435290641,638,641,631,632,5,51140
2021-02-17,2330,115578402,76728732025,663,668,660,663,31,91925
2021-02-18,2330,54520341,36024245089,664,665,656,660,-3,49914
2021-02-19,2330,51651844,33676514428,656,657,647,652,-8,63171
2021-02-22,2330,39512078,25885948680,660,662,650,650,-2,47116
2021-02-23,2330,52868029,33779796222,641,643,633,641,-9,73349
2021-02-24,2330,80010637,50333904697,627,636,625,625,-16,138264
2021-02-25,2330,45279276,28634410089,636,636,628,635,10,46506
2021-02-26,2330,137933162,84194194399,611,618,606,606,-29,212428
2021-03-02,2330,57792973,35565213485,621,622,609,609,3,71325
2021-03-03,2330,61171387,37550028241,609,622,601,622,13,57677
2021-03-04,2330,75508388,45662897489,609,611,601,601,-21,143916
2021-03-05,2330,85579527,50968119396,588,605,584,601,0,127693
2021-03-08,2330,47676630,28737004484,608,610,598,598,-3,84570
2021-03-09,2330,74471341,43957092621,585,595,585,595,-3,119867
2021-03-10,2330,41735443,24904320192,601,601,593,597,2,54196
2021-03-11,2330,55462783,33584884382,596,612,595,609,12,47948
2021-03-12,2330,33876990,20780886905,615,618,609,614,5,36145
2021-03-15,2330,29767904,18194081208,614,614,609,611,-3,26753
2021-03-16,2330,37780820,23074187740,610,613,607,613,2,37573
2021-03-17,2330,43942131,26638906800,612,612,602,604,0,68585
2021-03-18,2330,30223846,18286667342,606,609,602,602,-2,31677
2021-03-19,2330,74960854,44407634402,594,598,591,591,-11,106938
2021-03-22,2330,35931375,21250445678,588,598,586,593,2,55005
2021-03-23,2330,31933358,19057386513,597,603,593,594,1,36423
2021-03-24,2330,115318351,66559451738,571,582,571,576,-18,242138
2021-03-25,2330,74225812,42594849855,572,581,570,575,-1,115951
2021-03-26,2330,37937242,22271364837,582,592,580,590,15,49718
2021-03-29,2330,40573913,24302039570,599,602,596,599,9,44500
2021-03-30,2330,34686346,20661203325,600,600,592,597,-2,46755
2021-03-31,2330,44454672,26217366895,596,597,587,587,-10,70527
2021-04-01,2330,45972766,27520742963,598,602,594,602,15,48170
2021-04-06,2330,37664216,23045132094,615,616,608,610,8,42422
2021-04-07,2330,28140964,17175949080,614,614,608,610,0,28395
2021-04-08,2330,26658283,16217570357,606,613,603,613,3,32098
2021-04-09,2330,31601619,19344167081,618,618,609,610,-3,28920
2021-04-12,2330,23319822,14155495430,612,613,603,605,-5,33422
2021-04-13,2330,27386926,16638680378,604,613,604,605,0,30438
2021-04-14,2330,31144922,18868308243,608,612,600,612,7,41234
2021-04-15,2330,36394255,22332532476,612,619,607,619,7,40541
2021-04-16,2330,49952191,30335377876,610,611,603,610,-9,67601
2021-04-19,2330,25234976,15224292755,605,607,601,603,-7,43094
2021-04-20,2330,36655069,21969721089,598,602,595,602,-1,54247
2021-04-21,2330,41893725,24933016553,599,599,592,592,-10,92840
2021-04-22,2330,38094824,22626436436,596,598,591,591,-1,64897
2021-04-23,2330,29004756,17336162729,592,602,590,602,11,29147
2021-04-26,2330,32426908,19673836650,605,610,603,610,8,35286
2021-04-27,2330,26761401,16274064043,608,611,605,610,0,25203
2021-04-28,2330,24601487,14833592900,606,608,601,602,-8,32198
2021-04-29,2330,35756460,21579514979,609,609,600,600,-2,30756
2021-05-03,2330,46801189,27676378065,595,597,588,588,-12,104468
2021-05-04,2330,45507479,26756714081,588,594,582,591,3,69833
2021-05-05,2330,31786592,18603594408,594,594,585,585,-6,52496
2021-05-06,2330,33165446,19405281385,590,590,580,587,2,69578
2021-05-07,2330,28719597,17131817777,594,600,589,599,12,30063
2021-05-10,2330,21365583,12626811276,596,597,588,589,-10,43154
2021-05-11,2330,66035839,37939364597,579,580,570,571,-18,184838
2021-05-12,2330,138328672,76325765887,567,571,518,560,-11,223058
2021-05-13,2330,71519430,39495488180,547,563,541,547,-13,105026
2021-05-14,2330,38625148,21474513930,556,562,552,557,10,52919
2021-05-17,2330,58446847,32066868553,544,558,541,549,-8,76808
2021-05-18,2330,44584258,25226153189,563,573,555,572,23,52152
2021-05-19,2330,29610174,16832735286,571,572,565,567,-5,34443
2021-05-20,2330,36605692,20670883290,567,571,560,567,0,32301
2021-05-21,2330,28009899,16016851343,572,577,568,573,6,27050
2021-05-24,2330,15981036,9090836697,570,572,566,568,-5,20189
2021-05-25,2330,35445350,20525932956,576,584,573,583,15,39032
2021-05-26,2330,19555305,11433686898,587,588,581,585,2,21034
2021-05-27,2330,70061002,40643804852,580,582,573,582,-3,37545
2021-05-28,2330,30720737,18082265480,587,592,582,590,8,31581
2021-05-31,2330,31557426,18751716595,595,597,590,597,7,29798
2021-06-01,2330,18405285,10985893229,598,599,595,598,1,20318
2021-06-02,2330,22416789,13362065937,600,600,593,595,-3,25170
2021-06-03,2330,31703679,18939839664,600,600,596,596,1,20749
2021-06-04,2330,16072580,9521252157,591,595,590,595,-1,19112
2021-06-07,2330,17729179,10471176330,594,595,583,592,-3,25364
2021-06-08,2330,14083552,8312653665,590,595,588,589,-3,14051
2021-06-09,2330,21575159,12618113390,586,588,583,586,-3,36405
2021-06-10,2330,29741770,17696413894,591,599,587,599,13,30487
2021-06-11,2330,24940705,15011140567,602,603,600,602,3,25271
2021-06-15,2330,30245897,18415370774,607,609,606,609,7,33515
2021-06-16,2330,28624508,17401326587,608,608,605,605,-4,25816
2021-06-17,2330,26477032,15924656516,601,606,598,606,0,21061
2021-06-18,2330,42036170,25373026235,608,608,601,603,-3,16899
2021-06-21,2330,47339695,27749202661,590,594,583,583,-20,109204
2021-06-22,2330,30578091,17786329582,585,588,578,578,-5,56057
2021-06-23,2330,36386023,21500052844,583,598,581,595,17,34454
2021-06-24,2330,19322765,11435647488,598,598,588,590,-5,18494
2021-06-25,2330,19140086,11355715486,598,598,589,591,1,16850
2021-06-28,2330,15401977,9056869217,590,590,586,590,-1,20825
2021-06-29,2330,30837548,18350027611,598,598,591,595,5,24078
2021-06-30,2330,34021380,20301841661,599,599,595,595,0,20097
2021-07-01,2330,18719706,11116195742,596,597,591,593,-2,20565
2021-07-02,2330,19633718,11562140245,590,593,587,588,-5,24056
2021-07-05,2330,30274105,17957255325,588,597,588,591,3,21836
2021-07-06,2330,13830591,8185167307,595,596,589,592,1,15751
2021-07-07,2330,17329148,10250342169,590,594,588,594,2,18023
2021-07-08,2330,21596183,12733045117,595,595,588,588,-6,23352
2021-07-09,2330,30602492,17821338170,582,585,580,584,-4,51232
2021-07-12,2330,33011596,19612592644,595,597,590,593,9,28636
2021-07-13,2330,54894335,33158730436,600,608,599,607,14,60121
2021-07-14,2330,39670241,24276719505,613,615,608,613,6,43173
2021-07-15,2330,23057868,14117908308,613,614,608,614,1,29913
2021-07-16,2330,61882128,36562482701,591,595,588,589,-25,86192
2021-07-19,2330,43248966,25135531384,583,584,578,582,-7,86753
2021-07-20,2330,16352855,9502338666,579,584,579,581,-1,27956
2021-07-21,2330,26476215,15440430690,586,586,580,585,4,32757
2021-07-22,2330,27075950,16014166571,589,594,587,591,6,23365
2021-07-23,2330,15705191,9206201715,592,592,583,585,-6,23635
2021-07-26,2330,22442745,13089591086,591,591,580,580,-5,37826
2021-07-27,2330,18925325,10997959654,581,584,580,580,0,20197
2021-07-28,2330,39744486,22884618824,576,579,573,579,-1,75078
2021-07-29,2330,25014772,14525643464,585,585,577,583,4,26868
2021-07-30,2330,26141286,15170421873,581,582,578,580,-3,16353
2021-08-02,2330,24948096,14593329483,583,590,580,590,10,19791
2021-08-03,2330,28104984,16655446605,594,594,590,594,4,20221
2021-08-04,2330,23714971,14132827829,598,598,594,596,2,18228
2021-08-05,2330,15673765,9343887536,598,598,593,596,0,15495
2021-08-06,2330,13994018,8275142201,596,596,588,591,-5,13742
2021-08-09,2330,17611955,10366798182,590,595,583,595,4,15068
2021-08-10,2330,17620825,10435618093,596,596,589,591,-4,13983
2021-08-11,2330,20311399,11943131619,590,590,585,590,-1,18548
2021-08-12,2330,16031265,9383967628,586,588,584,586,-4,15202
2021-08-13,2330,25440973,14769155709,585,585,579,581,-5,36198
2021-08-16,2330,19949389,11612486234,582,586,578,584,3,17055
2021-08-17,2330,31845499,18475506150,580,582,578,580,-4,19184
2021-08-18,2330,47063629,26855353529,568,575,566,574,-6,86118
2021-08-19,2330,42133375,23766228074,573,573,559,559,-15,119048
2021-08-20,2330,47741449,26565551162,560,563,551,552,-7,72684
2021-08-23,2330,34775337,19688362857,560,572,559,566,14,30421
2021-08-24,2330,27397309,15697269609,574,575,571,572,6,21032
2021-08-25,2330,28867651,16769849402,579,585,574,585,13,29096
2021-08-26,2330,45027320,26834160811,601,603,591,594,9,42735
2021-08-27,2330,29459532,17596859741,596,600,593,599,5,31217
2021-08-30,2330,40606821,24425472555,602,605,599,605,6,43096
2021-08-31,2330,58916407,35867753009,604,614,598,614,9,46791
2021-09-01,2330,31242788,19126702297,614,614,608,613,-1,30125
2021-09-02,2330,26715492,16341803689,613,615,607,607,-6,26153
2021-09-03,2330,53915006,33278648609,610,620,610,620,13,62288
2021-09-06,2330,59223061,37250623087,623,638,621,631,11,77024
2021-09-07,2330,27422775,17191259166,634,634,623,623,-8,29823
2021-09-08,2330,38713621,23960375113,622,627,612,619,-4,38267
2021-09-09,2330,19309522,11886107760,612,620,610,619,0,19569
2021-09-10,2330,16740439,10365721937,615,623,614,622,3,17067
2021-09-13,2330,15809768,9734528161,619,620,613,615,-7,21779
2021-09-14,2330,16024935,9849961184,618,618,612,613,-2,13569
2021-09-15,2330,26041452,15872971715,610,613,607,607,-6,24839
2021-09-16,2330,23315040,14030697248,603,607,599,600,0,31437
2021-09-17,2330,42383815,25510152115,600,610,599,600,0,18681
2021-09-22,2330,42732169,25056693727,586,589,583,586,-14,70389
2021-09-23,2330,22736266,13406035166,588,593,588,588,2,22991
2021-09-24,2330,17302848,10289114839,591,598,590,598,10,15796
2021-09-27,2330,20034221,11993300562,600,602,593,602,4,16349
